   1   29    0.6334321
   2    8   -0.4734961
   3    6   -0.0245382
   4    6    0.6118729
   5    6   -0.1340361
   6    1    0.1774352
   7   29    0.6334584
   8   29    0.6334824
   9   29    0.6334612
  10   29    0.6334266
  11   29    0.6334556
  12   29    0.6334583
  13   29    0.6334293
  14   29    0.6334853
  15   29    0.6334640
  16   29    0.6334639
  17   29    0.6334852
  18   29    0.6334270
  19   29    0.6334482
  20   29    0.6334776
  21   29    0.6334513
  22   29    0.6334920
  23   29    0.6334484
  24   29    0.6335192
  25   29    0.6334271
  26   29    0.6335453
  27   29    0.6334511
  28   29    0.6335189
  29   29    0.6334774
  30   29    0.6334243
  31   29    0.6334512
  32   29    0.6334779
  33   29    0.6334507
  34   29    0.6334270
  35   29    0.6335192
  36   29    0.6334485
  37   29    0.6334920
  38   29    0.6334801
  39   29    0.6335187
  40   29    0.6334484
  41   29    0.6335455
  42   29    0.6334918
  43   29    0.6335190
  44   29    0.6335457
  45   29    0.6335189
  46   29    0.6334217
  47   29    0.6334484
  48   29    0.6334482
  49   29    0.6334215
  50   29    0.6334807
  51   29    0.6334534
  52   29    0.6334534
  53   29    0.6334807
  54    8   -0.4734079
  55    8   -0.4733955
  56    8   -0.4734836
  57    8   -0.4734688
  58    8   -0.4735611
  59    8   -0.4735459
  60    8   -0.4734571
  61    8   -0.4734995
  62    8   -0.4734848
  63    8   -0.4735457
  64    8   -0.4735611
  65    8   -0.4733943
  66    8   -0.4734066
  67    8   -0.4734688
  68    8   -0.4734580
  69    8   -0.4734982
  70    8   -0.4735445
  71    8   -0.4734815
  72    8   -0.4733933
  73    8   -0.4734569
  74    8   -0.4734711
  75    8   -0.4734089
  76    8   -0.4735611
  77    8   -0.4734581
  78    8   -0.4735446
  79    8   -0.4735611
  80    8   -0.4734710
  81    8   -0.4734835
  82    8   -0.4733954
  83    8   -0.4734078
  84    8   -0.4734961
  85    8   -0.4734580
  86    8   -0.4734688
  87    8   -0.4734066
  88    8   -0.4733944
  89    8   -0.4735612
  90    8   -0.4735458
  91    8   -0.4734827
  92    8   -0.4734973
  93    8   -0.4734570
  94    8   -0.4734100
  95    8   -0.4734711
  96    8   -0.4735612
  97    8   -0.4734994
  98    8   -0.4734815
  99    8   -0.4735445
 100    8   -0.4733933
 101    8   -0.4733269
 102    8   -0.4732864
 103    8   -0.4732206
 104    8   -0.4733620
 105    8   -0.4732855
 106    8   -0.4734247
 107    8   -0.4733658
 108    8   -0.4733248
 109    8   -0.4732797
 110    8   -0.4733007
 111    8   -0.4733290
 112    8   -0.4733907
 113    8   -0.4731736
 114    8   -0.4732370
 115    8   -0.4732500
 116    8   -0.4732746
 117    8   -0.4733613
 118    8   -0.4734120
 119    8   -0.4732657
 120    8   -0.4732712
 121    8   -0.4732373
 122    8   -0.4733509
 123    8   -0.4731882
 124    8   -0.4733413
 125    8   -0.4732747
 126    8   -0.4734122
 127    8   -0.4733767
 128    8   -0.4733369
 129    8   -0.4733143
 130    8   -0.4732714
 131    8   -0.4732372
 132    8   -0.4733749
 133    8   -0.4732373
 134    8   -0.4732854
 135    8   -0.4731878
 136    8   -0.4732204
 137    8   -0.4733412
 138    8   -0.4733798
 139    8   -0.4732660
 140    8   -0.4733133
 141    8   -0.4733246
 142    8   -0.4732728
 143    8   -0.4732503
 144    8   -0.4734387
 145    8   -0.4732798
 146    8   -0.4733618
 147    8   -0.4733286
 148    8   -0.4731736
 149    8   -0.4733761
 150    8   -0.4732372
 151    8   -0.4732716
 152    8   -0.4733120
 153    8   -0.4733368
 154    8   -0.4733768
 155    8   -0.4734122
 156    8   -0.4732749
 157    8   -0.4733133
 158    8   -0.4732661
 159    8   -0.4733798
 160    8   -0.4733412
 161    8   -0.4732066
 162    8   -0.4731876
 163    8   -0.4732876
 164    8   -0.4732375
 165    8   -0.4732798
 166    8   -0.4733285
 167    8   -0.4733617
 168    8   -0.4731737
 169    8   -0.4733372
 170    8   -0.4732503
