   1   29    0.6334535
   2    8   -0.4733604
   3    6   -0.0245271
   4    6    0.6118600
   5    6   -0.1340124
   6    1    0.1774408
   7   29    0.6334799
   8   29    0.6335064
   9   29    0.6334799
  10   29    0.6334535
  11   29    0.6334799
  12   29    0.6334799
  13   29    0.6334535
  14   29    0.6335064
  15   29    0.6334799
  16   29    0.6334799
  17   29    0.6335064
  18   29    0.6334535
  19   29    0.6334799
  20   29    0.6335064
  21   29    0.6334799
  22   29    0.6334535
  23   29    0.6334800
  24   29    0.6334800
  25   29    0.6334535
  26   29    0.6335064
  27   29    0.6334799
  28   29    0.6334800
  29   29    0.6335064
  30   29    0.6334535
  31   29    0.6334799
  32   29    0.6335064
  33   29    0.6334799
  34   29    0.6334535
  35   29    0.6334799
  36   29    0.6334799
  37   29    0.6334535
  38   29    0.6335064
  39   29    0.6334800
  40   29    0.6334799
  41   29    0.6335064
  42   29    0.6334535
  43   29    0.6334799
  44   29    0.6335064
  45   29    0.6334800
  46   29    0.6334535
  47   29    0.6334799
  48   29    0.6334799
  49   29    0.6334535
  50   29    0.6335064
  51   29    0.6334800
  52   29    0.6334800
  53   29    0.6335064
  54    8   -0.4732704
  55    8   -0.4732564
  56    8   -0.4733462
  57    8   -0.4733332
  58    8   -0.4734226
  59    8   -0.4734098
  60    8   -0.4733207
  61    8   -0.4733604
  62    8   -0.4733462
  63    8   -0.4734098
  64    8   -0.4734226
  65    8   -0.4732564
  66    8   -0.4732704
  67    8   -0.4733332
  68    8   -0.4733207
  69    8   -0.4733604
  70    8   -0.4734098
  71    8   -0.4733462
  72    8   -0.4732564
  73    8   -0.4733207
  74    8   -0.4733332
  75    8   -0.4732704
  76    8   -0.4734226
  77    8   -0.4733207
  78    8   -0.4734098
  79    8   -0.4734226
  80    8   -0.4733332
  81    8   -0.4733462
  82    8   -0.4732564
  83    8   -0.4732704
  84    8   -0.4733604
  85    8   -0.4733207
  86    8   -0.4733332
  87    8   -0.4732704
  88    8   -0.4732564
  89    8   -0.4734226
  90    8   -0.4734098
  91    8   -0.4733462
  92    8   -0.4733604
  93    8   -0.4733207
  94    8   -0.4732704
  95    8   -0.4733332
  96    8   -0.4734226
  97    8   -0.4733604
  98    8   -0.4733462
  99    8   -0.4734098
 100    8   -0.4732564
 101    8   -0.4733604
 102    8   -0.4732704
 103    8   -0.4732564
 104    8   -0.4733462
 105    8   -0.4733332
 106    8   -0.4734226
 107    8   -0.4734098
 108    8   -0.4733207
 109    8   -0.4733604
 110    8   -0.4733462
 111    8   -0.4734098
 112    8   -0.4734226
